titles,reviews,ratings
"
Great all-rounder at 20k
","
The overall experience is pretty good. Camera is best as I purchased it at 20k without 8gb variant without bank offer. Performance is also very good. Handles Asphalt 9, COD Mobile at high graphics without any issue. And after update oneui 4.1 is pretty stable than expected. I faced no issue in network connectivity till now.But I expected a bit better battery life at 5000mAh. But it's very much okay for a full day usage. Would have been better if Samsung provided a 25watt adaptor with the box or included some offer for buying the adopter at a decent price. Takes around 1 hours 20 mins to get 20%-100%, and that's okay for me. The best part of this phone is undoubtedly the Display. It's amazing! I mean if you consume content on this phone, I'll be loving it.The fingerprint sensor is superfast but it's being an issue for me initially as I was pretty accustomed with in display fingerprint sensor in my previous phone.Overall if you're not a hardcore gamer, like stream your games online and want a good phone that you can use without any tension of UI, Battery, Camera, Performance and ok with a Polycarbonate build, it's a super phone from Samsung at 20-23k.
",5
"
A Typical Samsung Phone with a good processor chipset.
","
Samsung Galaxy m52 5g comes with Snapdragon 778g processor which is quite well optimized. The only con in this phone is the charger given in the box itself. It is of 15W which takes upto 2hrs to charge full. It comes with OneUI 3.0 with Android 11.Overall the gaming was decent in this phone. But u know Samsung phones are not gaming centric.Multitasking was the main feature of samsung phones. The handy UI of samsung which I love the most attracted me towards this phone.You will get update for OneUI 4.0 and Android 12. And also for upcoming Android 13 with OneUI 5.0.So if you u looking for a typical Samsung phone with long lasting battery(5000mAH) and a good processor then this is it in the phone price segment, it's one of its kind.And yeah its very slim and light weight. You will take 3 4 days to get use to with this phone.
",5
"
Still worth it and best in segment
","
Just go with it
",5
"
Good but also need to be improved
","
Performance, display, batterybackup are very well  on this phone.Camera colour  correction  is not  good but the clarity and the details given is good. But that's  not the  main  problem. The problem  is the body buildquality. It's  ok to be a plastic  back. But it takes so much  scratches even  i put a case on it. Otherwise  it's the most beautiful designd and well  Performance  midrange smartphone  in my opinion.
",5
"
Bad quality wrt it's promotion and price
","
Display is ok.Look and built quality is goodCamera both  front and rear is very poor, front one is just like VGA.No fingerprint, only face, pattern, pin and password unlock.Touch quality is not so good.Battery is ok.Overall not satisfiedWant to return it but only replacement is offered from Amazon. Very Unfair.
",1
"
Waste of money
","
Waste product
",1
"
Bad
","
Very very Slow chargingfront camera is vga.horribleDelay in opening appsScreen distortion on swiping
",1
"
Demag
","




                    The media could not be loaded.
                



 Demag product
",1
"
very poor camera quality
","
phone is good on papers but in reality camera battery not good enough. camera quality is very bad
",1
"
horrible looking mobile, display quality is like using mobile in year 2000.DO NOT BUY this.
","
Bad camera, bad display, charging takes ages. very very cheap product. Shame on you sansung and Amazon. it is nothing less than cheating.
",1
"
Bad quality wrt it's promotion and price
","
Display is ok.Look and built quality is goodCamera both  front and rear is very poor, front one is just like VGA.No fingerprint, only face, pattern, pin and password unlock.Touch quality is not so good.Battery is ok.Overall not satisfiedWant to return it but only replacement is offered from Amazon. Very Unfair.
",1
"
Waste of money
","
Waste product
",1
"
Bad
","
Very very Slow chargingfront camera is vga.horribleDelay in opening appsScreen distortion on swiping
",1
"
Demag
","




                    The media could not be loaded.
                



 Demag product
",1
"
very poor camera quality
","
phone is good on papers but in reality camera battery not good enough. camera quality is very bad
",1
"
horrible looking mobile, display quality is like using mobile in year 2000.DO NOT BUY this.
","
Bad camera, bad display, charging takes ages. very very cheap product. Shame on you sansung and Amazon. it is nothing less than cheating.
",1
"
Received defective phone and running from one customer care to another to replace the phone
","
Below is the experience so far.1. Received a defective product. Battery was getting drained out in few hours, wifi kept getting disconnected and almost every app was giving trouble,  including Google maps. (Location was not getting captured)2. Tried to return it on the 8th day of purchase after running into issues with every app I open. (tried on 7th night as well, but phone froze and was not able to even switch off and restart the mobile - Amazon app was in this phone. Used another phone to check how to force reboot next morning and switched on the mobile)3. Amazon said return window is closed on 7th night and now I need to call Samsung customer care directly for replacement.4. Called Samsung customer care and they tried to check the phone remotely - couldnt identify the issue.5. Informed I will have to visit the Samsung service center to figure out the issue6. First visit to center, they did a software update (3 week old phone now - not sure what update would be pending) and returned the phone saying we will see if issue persist for one more week. They also whipped out the entire apps in the phone.7. Faced issues the very same evening, lived with it for one more day and went back next morning.8. Second visit, they identified that both motherboard and battery had manufacturing defect and will have to be replaced.9. I requested for a phone replacement and they told me their policy doesn't allow them to replace the device and can only replace the mother board and battery, which was defective11. They told me I will have to contact Samsung customer case number again if I want a product replacement as they don't have the authority for that.10. Called customer care number again, and they inform me I have to contact Amazon for product replacement as Amazon was the seller.So back to step 3. Will have to see how many more hoops need to be jumped to reach the end , If I manage to reach there.Update :11. All customer care said they can't replace the phone. So surrendered to defeat and gave the phone back to samsung customer care center for battery and mother board replacement. They gave back the phone next day saying parts are replaced. Again, whipped out of the apps which I had downloaded and logged in again.12. I checked the phone from the center itself before taking it back and I figured the problem still persist (battery was draining out by the minute). I showed it to them. They told me it's a new battery and will take some time to stabilize. They also asked me to buy a super fast charger, while i bought from them to not take chances. They asked me to check for 2 days and confirm. Used for 2 days. Same situation. No improvement.13. Went back to them again. They checked and said they will forward it to technical team for checking now.14. Technical team checked the device and said there was a software issue for few products in this version and then will need a 4 days to correct it since they are still working on the software update to correct this. I have no idea how this product passed the quality test if all these statements which they are making are true.15. By this time samsung customer care has used the phone for more days than me since buying the device and they have identified hardware issue and software issue in the product, but still refuse to give the money back and take back the product inspite of repeated requests.15. They kept the phone for 5 days and returned saying everything is fixed.16. Phone started functioning normally finally but I was sick and tired of the experience.17. I called the samsung corporate customer care narating the the whole series of event and asking for refund. They refused with all their might and said ""phone is working now"". During the process I also figured out that the customer care center who kept the phone for 5 days for repair dint even create a registered complaint or a job code while holding the phone for 5 days. I officially registered a complaint. But still no luck of returning the phone.Update on Nov 30th.18. I was traveling and outside the country. On Nov 21st while using the phone and with 70% charge left screen went off and stared showing grid lines like some TV from 1980's. Tried switching of the Mobile and restarting multiple times. No luck. Still grid lines. My flight bookings, hotel bookings and everything one can think of, was in the mobile and my 3 month old phone is not responding to anything possible. Friend thankfully had a spare mobile and i used that phone till I completed the trip.19. Reached back in town yesterday and my first act is to visit samsung customer care center. (Nov 30th.) Am writing this update sitting at the customer care center. They mentioned ""patch issue. Software update dint happen"" . At this point, I know they are just speaking rubbish to engage the customer and just delay the situation. No 3 month old phone's screen will stop responding because of software update missing. They are opening the phone again to operate it, after again refusing my request for money refund.
",1
"
Worst phone money can buy.
","
It was an awful GREAT INDIAN FESTIVAL'22 for me. I bundle ordered this phone along with a pathetic mattress from Wakefit. The mattress got cancelled 3 days after scheduled delivery, and this phone does not even work.4 hours into using it, I was on a phone call and suddenly it makes a lot of noise that goes away on speaker mode only to return upon turning the speaker OFF. While still continuing with the speaker mode, the call was dropped. After repeated attempts to place the call I realized SIM 1 is not recognized. I turned off and reinserted a different SIM, and it still read NO SIM 1. There is this obnoxious heating part which I discounted in the initial few hours, but it only got worse in that limited time this phone worked.Soon it started going insane, restarting every few seconds and I was tired after a long day at work. I just dropped it on my study table to go to sleep and whole night it gave a DJ lighting effect while turning ON and OFF all on its own!This is not even the worst, I contacted Amazon; a TECHNICAL EXPERT says she couldn't initiate a return/refund on this product. She rechecked only to say not possible. She can only exchange the phone that too after a diagnosis by their expert who will visit me 3 days later! Like I said in the first paragraph, I reminded her off my mattress that was cancelled from their end. She feels so SORRY about it, but wont accept return. That's rich! They are okay with seller cancelling the delivery without informing the customer, that too after making the customer wait for 11 days. But they won't accept a return on an insane piece of crap that they call M53.I asked her to transfer the call to the team that will answer about my mattress and she did. This guy seems sensible and accepted the return in few minutes of explaining the issue. He promptly arranged for the return pick-up next day. This was the Amazon India I have known for years, but now! I returned the phone after a lot of effort and currently waiting for the refund as I type this.To try a non-Chinese midrange phone I have gone for this, but now I wouldn't dare to buy a Samsung phone again.
",1
"
Samsung is a joke!! Never purchase a samsung phone again
","




                    The media could not be loaded.
                



 I am writing to express my dissatisfaction with the recently purchased product which is the Samsung M53 5G. I am really disappointed with the phone and the service centre. I have faced plenty of problems.Let me explain problems in the detail. I purchased a cell phone on 16th May 2022. It worked well for a couple of days. As I continued to use it, I found faults in the handset. Firstly, it played random noise at random times at any point in time. Thus, to fix it I went to the service centre. I explained everything to the service centre. They said that the latest software update would fix the problem so they took their time and updated the software. After a couple of days, new issue raised. i.e., the screen of the phone blacked out automatically. Nothing seemed to work when the screen was off. This was really frustrating.I don’t understand how the new phone within 15 days of purchase can work like a faulty piece? I chose this phone over Apple and OnePlus after considering all the factors and it seems to be the wrong choice for me after all. The surprising thing is when I asked the centre to replace the phone as it was creating a lot of problems and I can’t every time leave my office to fix the issues they denied and said we could do it if it is within 14 days from the date of purchase. However, it was 15 days so they did not do it. I really think this is a ridiculous way of taking care of customers.My phone is in WARRANTY (ONLY BEEN 15 DAYS)!Never purchase samsung phone!! Terrible experienceA REALLY FRUSTRATED CUSTOMER!!
",1
"
Avoid Samsung
","
Samsung low range, mid range(upto 50k) mobile phone just sell only for brand & our mind is set for non Chinese brand, other wise Samsung make most third class phone in this price brand,A. No very good build quality (cheap type plstic & paint) B. Always use low quality processor (exenyos or or low end midiatek)C. Always use Samsung sensor for camera in this range, i have 20mp old dual camera HONOR phone, much much better than 108mp(only for show)D. Its amoled skin is only good part but that time he use below 400ppi & lower brightness (not proper show in sunlight)E. In few months lag also comingD. Only 25w charging speed,Now new technic no charger in tbe box,No screen guard applied, no back cover, no 3.5mm converter jack in the box. (local converter not work properly, only original Samsung converter will work, which price almost 800rs..now not available in Samsung store)This brand only running for our government support.. Nothing else..In this price range or below u get much much good quality phone in the market..My old phone was almost 4 years but camera is much better than & performance, display also very good.Samsung midrange just waist of the money..
",1
"
Samasung's high priority Bug
","
This phone has lots of cons that still need to be upgraded. The price range should be 16000 to 20000 only.Battery is average ( was draining fast even when not in use ), Fingerprint is slow, Display is somehow good.The most bug that I detected from samsung is that there's a call sound problem ( both on loud as well as ear ) from the day of purchase.When I was calling someone else, call sound was high, I tried to down call volume on both Loudspeaker and ear speaker, but that remained same i.e. high. The call sound is not getting down, I restarted phone but still same issue. Second issue was with mic, The other person on call could not hear my voice ( with focus mode On/Off ) properly. Every time my voice was so less to the receiver, so had to talk loudly.Both these two issues were resolved automatically after 2 days ( don't know how ) for a short time. Then again faced.Thought that it maybe occurred with some phone's setting, therefore I called customer care from samsung. He said that you've to call Amazon customer care ( the product you purchased from ).So I called to amazon customer care and told the issue, they checked and offered me to return the phone.I returned this product.Also I had purchased Samsung Galaxy M32 5G about 9 months ago. After 7 days of software update in current month the same above mentioned problem I'm facing. However this problem was resolved temporarily when I rebooted but after 1 day again the same issue.This is so high glitch on samsung that disappointed me.I gave one star rating.
",1
"
Not worth for 22k. Max you can give is 14-15k
","
Gone for a Samsung phone after using MI n Oppo for last 7yrs and the experience is worst.My previous Oppo k1 is still much better than this phone which I thought I am upgrading.- Battery backup is not that good- Phone performance is not upto the mark, response time is lagging, doesn't feel like 6gb ram- Camera quality definitely doesn't justify the price- Automatic brightness is fully responsive- Contacts getting deleted automatically- Call settings got changed automatically twice.Only one good thing that justify the price and brand name is the display but if u need an overall good phone. Pls go for MI, Oppo, Vivo.No customer service after so many complains and tweets ..no one is bothering to call alsoWorst Exp - This is my last gadget of Samsung
",1
"
Big Warning!!
","




                    The media could not be loaded.
                



 I was planning not to go for samsung M53 initially but previously I was using galaxy f41 which was quite fine especially the battery life. Thought I can now trust samsung blindly after that. Not knowing I will be sorry for that. First of all they removed the adapter from the box and selling it separately before that they used to troll Apple for removing adapter from the box. But the real problem was when I bought the original samsung adapter for the same it was working fine for 10-12 days but after that it was not charging M53 but charging other phones, I thought my phone has some issue but to my surprise when I plug into other charger it was charging the real irony was it was not charging the phone for which it was bought for. Not only this this phone has serious battery drain issue, i always put on battery saver yet it hardly last for a day. Hanging is also there and when the battery completely drains you have to put it for 4-5 hours of charging. I don't care about the camera.
",1
"
Worst phone from Samsung
","
23 September 2022 brought new Samsung M53 phone from Amazon APPOPEN THE SEALS AND TRY to charge the phone (1hours just 5point) but unable to quick charge the phoneAfter  45 days from phone purchase the phone totally unable to charge even single point, Samsung service center in ERNAKULAM told me that is a short circuit in the boardHow it is possible in new phone???I want to know who is cheatingSamsungOrAmazon team
",1
"
Mobile data, Bluetooth and WiFi not working at all
","
The product was delivered on 21st Novemeber'22. From the 23rd, mobile data, WiFi and Bluetooth stopped working completely. When I searched for the solution online, several others reported the same issues with no solution. Store-based sellers are not offering the model and its service for the same problems. We made the mistake of relying solely on amazon reviews, where these problems were not mentioned. Please refrain from buying this model.
",1
"
Don't ever buy this mobile...worst mobile ever!
","
1. Finger print sensor is not that smooth.2. Display screen is pathetic specially during night or in dim light.3. Camera quality is also not as expected. I would rate 0 for camera quality.4. Front camera during video calls is horrible.In short, if you want to waste your money, then buy this. Worst mobile ever used.
",1
"
Online only models are trash...Please do not but that
","
This phone is like Arrange marriage. you will get this phone online only that means you can not see it before you buy.The phone is a collection of extremely cheap parts. Samsung does not give the charger and that is OK as they told it upfront. But the cable sent with the phone is so bad that below the metro station a 60 rupees cable is better than what is hipped by Amazon.neither  front and rear the camera are upto the mark. The performance is also too slow. Do not misguide yourself by fancy specifications.The speaker are also very  normal and similar to the phone 8000 which you can not hear even when you are alone in room...I can challenge if the voice is clear and loud than my iphone5.All you can do after buying this Samsung phone is write a review on Amazon which neither Samsung not Amazon will bother. So my recommendation is do not play blind with these Online only models and better  buy what you see. Once you see what you like buy it from anywhereyou can google ""Samsung phone restart problem"". You can find yourself how people are victim of Samsung online only
",2
"
Battery life is very less
","
the battery life is biggest turndown.. it is 5000ah.. but it barely makes it through the day even when GPS, Bluetooth are off through out the day.. the previous Samsung phone i was using (2 years old now) still can go for 2 days on a single charge even when it has less battery size than the new one's..at times the Wi-fi or Hotspot doesnt work.. it automatically gets turned off just a second or 2 after it turns on..for the first time i am disappointed with a Samsung phone..
",2
"
Samsung phone have a poor Audio quality.
","
My Samsung Ph  have a poor audio quality from the time I purchased. couldn't return within the time as my mother was sick and  only son to take care of her. I reached out to Samsung store in Agra, they want me to leave the phone for 2-3 days and I don't have any spare phone. My request is can I return the ph and get the refund.
",2
"
Very poor based on expectations
","
I used this device only for last 3 Days and based on it my feedback is1. WIFI - Very unstable and frequently  getting  disconnected  even my other device is connected  with same wifi.2. If I disabled  my WiFi and  trying to enable it again, It doesn't  enable  again and I need to reboot  my device3. SIM slot is not good, my micro SIM which get fit perfectly  does not fit in Samsung  M53 5G SIM slot and I have to push it to fit.4. Device  operation  based on 8Gb RAM is not upto mark when compared  with 8GB OPPO similar configuration device.Overall very average for me Samsung Galaxy M53 5G experience.
",2
"
Battery sucks
","
M52 4g is better than this. As I have to charge it two times. Only camera quality is good. About 5g it is not launched in Pune's all areas. And 4g is enough to do your all activities. Don't buy it only for the sake of 5g. If you check 5g speed in spedtest it will consume 1gb of data only to check speed. So it's better to use 4g if you want to save data. I am mising my M52 for battery.
",2
"
Not worthy
","
Hello everyone ,anyone who is planning to buy this phone please don't, the 108mp camera quality is very poor ,the performance is not upto mark ,oot platforms like hotstar doesn't work on it ,it got stuck many times while using ....please don't waste your money.....go for other brands in the same range oneplus or realme....
",2
"
Not worthy of 25 grands
","
The phone is incompatible with BSNL sim. Samsung and Amazon should display this in the product profile. Sometimes, BSNL is the only service provider in your area and you cannot change it to any other service provider. Unaware people purchasing this phone feels cheated.
",2
"
Not worth of money
","
After long time I have decided to move from non-Chinese Mobile and I purchased Samsung M53. after buying this product I realized that this product is not having the basic functionality which I have been using since 2017. Can’t disconnect call by power button. Vibration when call connected and disconnected. Internet speed throughput Screenshot by Three finger moving on screen. Touch is not good. Some time multiple time has do move finger to receive call.Etc.
",2
"
okay but not happy
","
phone okay, but not happy with (1) no audio jack port (2) no USB cable.The description says data cable, but both ends of the cable is C-type. This is good only for a phone to phone to connect. Not sure why phone to phone connection is mandatory as part of a phone purchase but a charging cable is not provided. One way, companies advocate to use an original adaptor and charging cable, but they instead provide only phone-to-phone connecting data transfer cable, which lets the users buy generic adaptors/charging cables. Samsung would have given a USB cable instead of a data transfer cable.And also, no Audio jack. The only option now is to go for a Bluetooth headset. I'm not a fan of Bluetooth headsets, but no option left now.
",2
"
Worst camera not as said 108mp and its touch screen doesnot work some time worst touch
","
Mobile is good work just like any other android phone but camera quality is not as shown 108mp it works just like 12- 15 mp camera or even less when the camera get off focus it doesnot come to focus again have to close camera and again start camera quality is worst and touch screen also doesnot works  remaining all other things are ok
",2
"
Not satisfied well
","




                    The media could not be loaded.
                



 You can not know in this phone what is ur data speed, camra is good but few times Awakword Stuation as it recads all the spots in photo so rateher being Beutified photo u will get small darks and spots on ur face. I am sharing 7th day of my new m53 mobile video and find it is hanging. Here auto data mobile data from one sim to other is not found working in my phone, sim one data overe other have to manually change. Battry back is disappointing, in my new mobile purchase 100% charge mobile worked 1/2day only. Due to C to C cable we can't connect it with laptop or computer. No having adopoter is disappointing.But it have many good things also that is attractive. It have some bad things but still I recommend because having other good Feacheurs.
",3
"
Battery lasts 8-12 hours max... Rest all very good...
","
Got it in offer for 19k its very great deal .... But battery lasts barely a day.... Chinese phones provide far better battery features and value
",3
"
Average
","
Phone display and Camera are good. Battery is mediocre. Average phone. Not worth at the usual selling price of 24,000 or so. If you can get for around 18,000 during offers,  then may consider it. Still there are other good options in this price range since you need to spend another 1,000 rs for charger
",3
"
Not satisfied as per cost
","
As per cost M53 5G not Upto mark. Camera quality not so good. Samsung not providing Audio jack with this handset. Also change the Type C cable. Not providing charge and Audio cable. This is not good the new experiment of Samsung.
",3
"
Nfc is not present
","
NFC is not present.. camera is average
",3
"
Difficult to get type-c headphone or type-c to 3.5mm jack cable compatible with M53 device
","
Adapter not provided.Type-c headphone not provided.Touch sensor response rate is slow.Sound quality is average.Difficult to get type-c headphone or type-c to 3.5mm jack cable compatible with M53 device + need to spend extra money.Don't buy if company don't provide adapter, headphone, if u r not used to Type-c headphones.
",3
"
All is good but one issue is WI fi . Frequently WiFi getting disconnected
","
Frequently WI Fi getting disconnected whereas other phones are getting connected at same timeThis is tested on different WiFi but same result and observation is that issue is with the phoneRest is ok
",3
"
Life's digital then should be more changes
","
Tech problem and more features for the value for money
",3
"
Battery issue
","
Packaging was good mobile build quality was good but only the thing is battery is draining very hardly  if I keep 100% before bed. early in the morning it is draining up to 63% that is only the issue with this mobile.
",3
"
Touchscrwen don't work properly all time.
","
Battery drains quickly and Touchscreen don't work properly in maximum time.Also the camera quality is not upto the mark.
",3
"
nice
","
avarage tipe mobile not better
",4
"
Battery backup is not good
","
Battery backup is not good
",4
"
Best phone
","
I like it's thickness....There is only one issue on samsung  all smartphone...that is network  issue....I am using  this but network  very slow as compare  to my realme device..
",4
"
I like
","
All fetcher is best but ir sensor issue
",4
"
Charger should be provide, in display fingerprint scanner required at this price
","
Charger should be provide, in display fingerprint scanner required at this price
",4
"
Good product
","
I am a loyal Samsung mobile user. it's been years, haven't used any other mobile except Samsung ones.To start with it has a sleek body, look and feel of a high end smart phoneDisplay is the best thing.Cam with 108 mega pix - super quality pics.Same selfie cam but so many features, I like the object eraser feature a lot. as if you have a photoshop program inbuilt in your mobile itself.rest all is at par.Con : No provision for audio card input, you have to use wireless headphones!So sleek and delicate that you need to be careful all the time.Overall : Loved it ! am writing it after using for more than 4 months. no complaints at all.
",4
"
Overall Nice Phone, but dont buy it for Camera only.  Samsung S series is best in camera
","
Don't buy Samsung Products.  They are not providing Charging Adapter.  There adapters are costly starting from 1300. (Oppo, Vivo Original Adapters starts from Rs.500). Adapters Quality is very bad.  My previous adapter is not working Samsung is not providing new as I lost my Adapter Box.  But I have the bill and it is under warranty but due to no Box they are not giving me the Adapter.
",4
"
Satisfactory
","
good product , worth the mlney
",4
"
Good Budget Phone. Could have been better.
","
Good android phone within budget. But there are ample scopes of improvements. Camera quality is good enough, but needs much improvement. Otherwise it's pretty impressive & attractive device.
",4
"
Good phone great screen
","
It is great for the price. The screen is great. There is no charger and the Samsung fast charger is expensive. No 3.5mm audio jack and a good dongle with a DAC are also expensive. So the total comes up to above 22k.the camera is okay, the sound quality of the phone is good, and the phone is fast and responsive.
",4
"
Good
","
Good
",5
"
Go for it if you need proper Samsung mid range mobile
","
-Awesome Display Quality-Best Battery Backup-Great OneUi Experience-Medium Camera Quality
",5
"
Awesome
","
I like this phone
",5
"
Best mobile ever.
","
Fast delivery, genuine samsung product. Flexible repayment. Loving it 😍
",5
"
Best phone for my buget...totally value for money
","
Every thing is optimised,for this raange phone.all feature ,i am happy to explore hope it will give m few years software update.
",5
"
Awesome mobile Genuine discoynt
","
Best mobile
",5
"
I love samsung
","




                    The media could not be loaded.
                



 Good phone . I purchased in 19999 in great indian festivals.  Good camara,  very long battery life,  excellent display, good processor.  Overall im happy with this phone. Packing also very good thanks amazon.
",5
"
Samsung meet the expectations
","
Finger print reader is awesome. All features for this price is reasonable. Picture quality is not as good as they are advertising.
",5
"
Phone is very good in great Indian festival
","
Good display and charigingOvrall it is very balance phone in all situationsOnly thing is need to buy charger separate
",5
"
Good
",,5
"
Major disappointment
","
The focus for this flagship phone has tilted the scale too far on features like screen quality and camera to the point the basic hygiene factors have been ignored. Battery life for this phone is abysmally low and unreliable. It went from 30% to 0% in an hour while on flight mode. It even has network reception issues and a horribly unreliable speaker. I couldn't take any calls after landing from a flight because the speakers malfunction whenever they encounter pressure difference. Overall, my 4 year old OnePlus is working better than this phone. Extremely disappointed!
",1
"
Not Worth the money!
","
The phone has problem in recognizing you through biometric even after installing expensive screen protector suitabla and specially made for this device,its quite exasperating my earlier device from one plus namely 6T never ever disappointed me , every time you use finger print sensor or facial reconizition it doesnt work finally you have to enter password or pin, the device even have problem in refreshing and sometimes drops the opened application overall not worth the amount it is claiming for.
",1
"
Very disappointed with the purchase
","
Very poor device from Samsung, I don't know why they were mocking Apple for iPhone. The face unlock doesn't work in dark. Figure print won't work with tempered glass on. I can manage the battery as I am not a heavy user but phone still feels slow. Camera is just fine nothing out of special.Even a 20k mi phone or other phones works fine if they are not used heavily and takes good photos in descent lighting.There is nothing special that this device offer in this price range. I am even considering to sell this phone, if any is interested 😂😂
",1
"
Don't buy
","
Pathetic battery life, overall performance is bad.
",1
"
Horrible experience!
","
Easily gets heating up, not great mobile neither features for nearly  60k.. ! expected lot from this but except camera nothing is impressive! Battery life is horrible and no special features either!  Just fooling with name of Samsung Galaxy 😔 😟Horrible customer services from Amazon they can't even change the color after order before dispatch!What an delightful service and I need to use color which I don't want for years! A small help would have made difference.. very unhappy with Amazon and Samsung after paying hefty 💰
",1
"
Lagdroid Experience
","
Been using it for months now.Bought it thinking the gen1 would be efficient but no, it would eat up 100% battery in just 3 hrs along with the phone heating up with just normal use. Such pathetic phone from samsung,that too for 75k . Coming from 2 years of iphone usage , this phone has ui stutters and lags everywhere especially with the camera app which does software updates doesn't seem to fix ( although fandroids always say a software update would fix it ) . Clearing cache and other stuff should not be done manually by ourselves in a 2022 phone since a lot of fandroids keep suggesting it. Kept coming back to Android for 3 times now(bunch of 1+ phones ) thinking it would be better but now this will be the last lagdroid phone. If you have a lot a free time on your hands buy this phone .
",1
"
Super product but batry is not a good......
","
Super product but batry is not a good......
",1
"
DEFECTIVE INSTRUMENT HEAT PROBLEM AND SCREEN TOUCH NOT WORKING
","
WHILE IN CALL ALSO PHONE IS BECOMEING HOT AND CANNOT PUT THE PHONE AT EAR. PLEASE TAKE BACK THE PHONE AND RETURN MY AMOUNT. I AM REGULAR CUSTOMER OF AMAZON AND TRUSTED AMAZON. I AM 68 YEARS OLD. MY EAR IS BURNING WHEN I PLACE PHONE AT MY EAR. PLEASE TAKE BACK AND RETURN MY ACCOUNT ENABLE ME TO PURLCHASE NEW ONE FROM YOU. SCREEN TOUCH IS ALSO NOT WORKING. YOU SUPPLIED DEFECTIVE PHONE.PLEASE RETURN MY AMOUNT
",1
"
Not worth no value for money worst experience with Amazon toooooo
","
It was a just common android 5g phone only.Over heating for just 10 photos r 2 to 3 mins video recording.Disappointed n not anymore to use further options.Camera also normaalI'm using nord 2..... No difference between these s22 and nord2Both r iron box mobileAmazon team not converted my transaction in emis and they are saying we are not responsible for such kind of technical failures....
",1
"
Don't waste your money
","
For me this device is just like a landline phone, coz it's always attached to the power plug. Battery life is so pathetic that I have to charge it thrice a day. And this is when I'm using the phone moderately(no gaming and no video recordings). The battery can't even handle Instagram scrolling. If you have some apps open in the background and you are using Instagram, then 5% of battery will be gone in just 10 minutes. Overnight 15-20% is getting consumed which is highly irritating.
",1
"
Battery life is worse than a 2 year old cheap budget phone
","
The battery on this phone is really bad, camera is great and over all experience is smooth but the phone heats a lot and the battery is truly the worse in this price segment I am not even kidding my old cheap Chinese phone which I hate BTW was able to last twice longer than this phone, this was shocking, I wish I could return this and bu one plus 10t
",2
"
Touch and Battery
","
See phone looks good, but touch and battery is very poorI applied some tempered  on it and finger print stopped working. So now I not using any glass protection.Battery life is very poor, like it's draining with in hour
",2
"
high heat , battery too much cost of the price for this device I after buy this device Samsung
","
Not satisfied battery heavily heating battery complaint dry after using one hour continues too much cost of the price for this device I m very disappointed after buy this device Samsung brand
",2
"
Battery Backup is very low
","
I purchased this mobile on 27 oct 2022.My mobile battery is worse. I need to charge it 2 times a day even when i do not use it for gaming or video surfing for more than 1 hr.
",2
"
Battery life is very less and charging time is not impressive,Camera not good
","
Premium mobile in Samsung but doesn't have basic premium qualities very disappointed 😞.  I Have to Charge atleast twice a day and charging time for full charge is 1hr, which is very poor in Such costly mobiles. Camera quality also not so good compared other mobiles.Remaining sound, screen display, mobile size everything is good.
",2
"
Not so premium looking
","
Just looks like any other 10k phone, nothing fancy.Unlike its predecessors s8, s9, etc. Which had this signature curved display and awesome phone design which made the S series phone look really good but this one ain't all that. Battery is poor, no charger/adapter, phone heats up with just normal usage which isn't expected from a flagship phone. Camera is good though.Overall an average phone that is overpriced due to its brand name. If I could rewind the clock I'd go for a pixel 7.
",2
"
Heating like a iron box
","
I never expected thermal management from a leading mobile phone manufacturer Samsung. Even for normal use while taking calls or switching camera ON. All the time phone is getting heat and while installing few apps from play store, not able to keep the phone in hand. Easily crossing 105F heat in a normal room condition. Tried all the solutions, phone os is updated, phone not in lte mode and it is in wifi mode only, no use of it. Literally wasted 50k INR. Absolutely we consumers caught in the trap set by great amazon sale. Be aware and don’t believe reviewers of this phone. Please go for some other OEM.
",2
"
Wrost costly phone. should not buy for 20000rs also
","
Battery : wrost. Drains very fast. 20 min song on Bluetooth set eaten 20% battery.Screen refresh will cause video watching experience like Watchuing on 6000rs mobile. 1080p youtube videos looks like 218p video if video is moving fast
",2
"
Phone is compact but not recommended at this price
","
The phone is good and doing great, but I am giving it a lower rating due to some expectations at this price.I was using Redmi but thought of using the flagship phone now but this S22 has two severe issues.1) heating issue. I feel like holding the stove in my hand.2) Battery drain issue. It's draining too fast even though the CPU usage is optimized, eye care enabled and all apps are in a deep sleep. It is hardly giving 8~12 hrs of battery life max.
",2
"
POOR BATTERY, NON RESPONSIVE FINGERPRINT SCANNER
","
My review is after almost 15days of usage.. Battery need frequent recharge at least 2-3 times in a day. Fingerprint scanner is completely non responsive if you fix screen guard.
",2
"
Go for it if you want good camera
","
Camera is awesome. Coming mostly as an user for iPhone for generations, this one is my first flagship possession from Samsung.Using iPhone 12, S22 comes at per in terms of Camera of iPhone 12 and I think it’s even better. Screen is much much brighter than iPhone 12. Performance wise is ok for me for emails, browsing and music. Can comment further with more time. Size wise is very convenient both to carry and also work. This fits in my phone tray in car and Android Auto is a charm with MID directions in Civic.What I hate is finger print sensor. It does not work most of the times with Spigen screen guard. After initial set up, I have stopped using it.
",3
"
Heating issue's
","
Heating issues
",3
"
Not a good purchase
","
The main drawback is it's battery
",3
